m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3187"
"2012-11-01 00:00:00","c#","12227"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13591"
"2012-11-01 00:00:00","javascript","12325"
"2012-11-01 00:00:00","perl","637"
"2012-11-01 00:00:00","php","11743"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2129"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10945"
"2012-12-01 00:00:00","c++","5681"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12408"
"2012-12-01 00:00:00","javascript","11734"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11030"
"2012-12-01 00:00:00","python","5747"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12745"
"2013-01-01 00:00:00","c++","6035"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13692"
"2013-01-01 00:00:00","javascript","13780"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12834"
"2013-01-01 00:00:00","python","6561"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2305"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3090"
"2013-02-01 00:00:00","c#","12475"
"2013-02-01 00:00:00","c++","6060"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13675"
"2013-02-01 00:00:00","javascript","13611"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12505"
"2013-02-01 00:00:00","python","6726"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2213"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14224"
"2013-03-01 00:00:00","c++","7172"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15876"
"2013-03-01 00:00:00","javascript","15265"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14063"
"2013-03-01 00:00:00","python","7609"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13864"
"2013-04-01 00:00:00","c++","7107"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16189"
"2013-04-01 00:00:00","javascript","15290"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13358"
"2013-04-01 00:00:00","python","7919"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3187"
"2013-05-01 00:00:00","c#","13437"
"2013-05-01 00:00:00","c++","6817"
"2013-05-01 00:00:00","delphi","534"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15232"
"2013-05-01 00:00:00","javascript","15021"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13037"
"2013-05-01 00:00:00","python","7794"
"2013-05-01 00:00:00","r","1778"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2933"
"2013-06-01 00:00:00","c#","12759"
"2013-06-01 00:00:00","c++","6180"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13891"
"2013-06-01 00:00:00","javascript","14572"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12659"
"2013-06-01 00:00:00","python","7585"
"2013-06-01 00:00:00","r","1774"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3007"
"2013-07-01 00:00:00","c#","14140"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15144"
"2013-07-01 00:00:00","javascript","16771"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14247"
"2013-07-01 00:00:00","python","8597"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13816"
"2013-08-01 00:00:00","c++","6238"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15014"
"2013-08-01 00:00:00","javascript","16794"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14239"
"2013-08-01 00:00:00","python","7931"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","ruby","2477"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3386"
"2013-09-01 00:00:00","c#","13727"
"2013-09-01 00:00:00","c++","6537"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16218"
"2013-09-01 00:00:00","javascript","17650"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14196"
"2013-09-01 00:00:00","python","7947"
"2013-09-01 00:00:00","r","1710"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c","4230"
"2013-10-01 00:00:00","c#","15160"
"2013-10-01 00:00:00","c++","7953"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18656"
"2013-10-01 00:00:00","javascript","19662"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15257"
"2013-10-01 00:00:00","python","9467"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4275"
"2013-11-01 00:00:00","c#","14543"
"2013-11-01 00:00:00","c++","8107"
"2013-11-01 00:00:00","delphi","461"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18691"
"2013-11-01 00:00:00","javascript","18426"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14801"
"2013-11-01 00:00:00","python","9473"
"2013-11-01 00:00:00","r","2186"
"2013-11-01 00:00:00","ruby","2573"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3496"
"2013-12-01 00:00:00","c#","13593"
"2013-12-01 00:00:00","c++","6995"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17407"
"2013-12-01 00:00:00","javascript","17965"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14376"
"2013-12-01 00:00:00","python","8439"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3727"
"2014-01-01 00:00:00","c#","15299"
"2014-01-01 00:00:00","c++","7679"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18617"
"2014-01-01 00:00:00","javascript","21071"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16729"
"2014-01-01 00:00:00","python","9824"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3964"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7655"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19182"
"2014-02-01 00:00:00","javascript","21084"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16455"
"2014-02-01 00:00:00","python","9878"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","ruby","2597"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4549"
"2014-03-01 00:00:00","c#","16120"
"2014-03-01 00:00:00","c++","8650"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21896"
"2014-03-01 00:00:00","javascript","22569"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18229"
"2014-03-01 00:00:00","python","11400"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","3999"
"2014-04-01 00:00:00","c#","15250"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20781"
"2014-04-01 00:00:00","javascript","21334"
"2014-04-01 00:00:00","perl","821"
"2014-04-01 00:00:00","php","17560"
"2014-04-01 00:00:00","python","10732"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2742"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13836"
"2014-05-01 00:00:00","c++","6764"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17881"
"2014-05-01 00:00:00","javascript","19687"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14664"
"2014-05-01 00:00:00","python","9217"
"2014-05-01 00:00:00","r","2577"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","268"
"2014-06-01 00:00:00","c","2764"
"2014-06-01 00:00:00","c#","12445"
"2014-06-01 00:00:00","c++","5653"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15856"
"2014-06-01 00:00:00","javascript","18221"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12931"
"2014-06-01 00:00:00","python","8896"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2823"
"2014-07-01 00:00:00","c#","13642"
"2014-07-01 00:00:00","c++","6261"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17319"
"2014-07-01 00:00:00","javascript","20057"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14212"
"2014-07-01 00:00:00","python","9904"
"2014-07-01 00:00:00","r","2634"
"2014-07-01 00:00:00","ruby","2553"
"2014-07-01 00:00:00","swift","1634"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2671"
"2014-08-01 00:00:00","c#","12462"
"2014-08-01 00:00:00","c++","5866"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15696"
"2014-08-01 00:00:00","javascript","18387"
"2014-08-01 00:00:00","perl","684"
"2014-08-01 00:00:00","php","13143"
"2014-08-01 00:00:00","python","9099"
"2014-08-01 00:00:00","r","2472"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3227"
"2014-09-01 00:00:00","c#","12301"
"2014-09-01 00:00:00","c++","6172"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16649"
"2014-09-01 00:00:00","javascript","18078"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13309"
"2014-09-01 00:00:00","python","8763"
"2014-09-01 00:00:00","r","2359"
"2014-09-01 00:00:00","ruby","2270"
"2014-09-01 00:00:00","swift","1897"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3799"
"2014-10-01 00:00:00","c#","12534"
"2014-10-01 00:00:00","c++","6828"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17861"
"2014-10-01 00:00:00","javascript","18879"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13558"
"2014-10-01 00:00:00","python","9569"
"2014-10-01 00:00:00","r","2772"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2461"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c","3658"
"2014-11-01 00:00:00","c#","11854"
"2014-11-01 00:00:00","c++","6543"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17807"
"2014-11-01 00:00:00","javascript","17948"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13002"
"2014-11-01 00:00:00","python","9563"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2113"
"2014-11-01 00:00:00","swift","2557"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3149"
"2014-12-01 00:00:00","c#","11065"
"2014-12-01 00:00:00","c++","6074"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16341"
"2014-12-01 00:00:00","javascript","16952"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12316"
"2014-12-01 00:00:00","python","9030"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2484"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3205"
"2015-01-01 00:00:00","c#","11736"
"2015-01-01 00:00:00","c++","6126"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16526"
"2015-01-01 00:00:00","javascript","18512"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13591"
"2015-01-01 00:00:00","python","9674"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2426"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3362"
"2015-02-01 00:00:00","c#","11780"
"2015-02-01 00:00:00","c++","6470"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16741"
"2015-02-01 00:00:00","javascript","18653"
"2015-02-01 00:00:00","perl","565"
"2015-02-01 00:00:00","php","13504"
"2015-02-01 00:00:00","python","10194"
"2015-02-01 00:00:00","r","2969"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3915"
"2015-03-01 00:00:00","c#","13267"
"2015-03-01 00:00:00","c++","7387"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19754"
"2015-03-01 00:00:00","javascript","20529"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14903"
"2015-03-01 00:00:00","python","11596"
"2015-03-01 00:00:00","r","3565"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3591"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3949"
"2015-04-01 00:00:00","c#","13084"
"2015-04-01 00:00:00","c++","7141"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19790"
"2015-04-01 00:00:00","javascript","20898"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14950"
"2015-04-01 00:00:00","python","11441"
"2015-04-01 00:00:00","r","3328"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3520"
"2015-05-01 00:00:00","c#","13358"
"2015-05-01 00:00:00","c++","6815"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18533"
"2015-05-01 00:00:00","javascript","22139"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14574"
"2015-05-01 00:00:00","python","11208"
"2015-05-01 00:00:00","r","3425"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3795"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13530"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17844"
"2015-06-01 00:00:00","javascript","22612"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14359"
"2015-06-01 00:00:00","python","11801"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14111"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18684"
"2015-07-01 00:00:00","javascript","23964"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15363"
"2015-07-01 00:00:00","python","12315"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13225"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17087"
"2015-08-01 00:00:00","javascript","22160"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14239"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5083"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12914"
"2015-09-01 00:00:00","c++","5910"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16933"
"2015-09-01 00:00:00","javascript","21394"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13498"
"2015-09-01 00:00:00","python","10967"
"2015-09-01 00:00:00","r","3330"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12789"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18538"
"2015-10-01 00:00:00","javascript","21815"
"2015-10-01 00:00:00","perl","498"
"2015-10-01 00:00:00","php","13903"
"2015-10-01 00:00:00","python","12479"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3612"
"2015-11-01 00:00:00","c#","12375"
"2015-11-01 00:00:00","c++","7083"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17765"
"2015-11-01 00:00:00","javascript","21263"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13313"
"2015-11-01 00:00:00","python","12289"
"2015-11-01 00:00:00","r","3539"
"2015-11-01 00:00:00","ruby","1955"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12134"
"2015-12-01 00:00:00","c++","6559"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16538"
"2015-12-01 00:00:00","javascript","21074"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13723"
"2015-12-01 00:00:00","python","11650"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4371"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3044"
"2016-01-01 00:00:00","c#","12356"
"2016-01-01 00:00:00","c++","6097"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16614"
"2016-01-01 00:00:00","javascript","22502"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14564"
"2016-01-01 00:00:00","python","12344"
"2016-01-01 00:00:00","r","3536"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4783"
"2016-02-01 00:00:00","assembly","348"
"2016-02-01 00:00:00","c","3275"
"2016-02-01 00:00:00","c#","12726"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17839"
"2016-02-01 00:00:00","javascript","22468"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14898"
"2016-02-01 00:00:00","python","13244"
"2016-02-01 00:00:00","r","3586"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13602"
"2016-03-01 00:00:00","c++","7016"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19888"
"2016-03-01 00:00:00","javascript","24084"
"2016-03-01 00:00:00","perl","468"
"2016-03-01 00:00:00","php","15112"
"2016-03-01 00:00:00","python","14055"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","ruby","2257"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3353"
"2016-04-01 00:00:00","c#","13711"
"2016-04-01 00:00:00","c++","6887"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19470"
"2016-04-01 00:00:00","javascript","23444"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14450"
"2016-04-01 00:00:00","python","13644"
"2016-04-01 00:00:00","r","4126"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4747"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2718"
"2016-05-01 00:00:00","c#","13487"
"2016-05-01 00:00:00","c++","6127"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17013"
"2016-05-01 00:00:00","javascript","22982"
"2016-05-01 00:00:00","perl","484"
"2016-05-01 00:00:00","php","14414"
"2016-05-01 00:00:00","python","13097"
"2016-05-01 00:00:00","r","3799"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4412"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13052"
"2016-06-01 00:00:00","c++","5712"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15900"
"2016-06-01 00:00:00","javascript","22139"
"2016-06-01 00:00:00","perl","438"
"2016-06-01 00:00:00","php","13595"
"2016-06-01 00:00:00","python","12902"
"2016-06-01 00:00:00","r","3863"
"2016-06-01 00:00:00","ruby","2108"
"2016-06-01 00:00:00","swift","4790"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11997"
"2016-07-01 00:00:00","c++","5466"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14925"
"2016-07-01 00:00:00","javascript","22196"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12896"
"2016-07-01 00:00:00","python","12817"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4928"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2214"
"2016-08-01 00:00:00","c#","12713"
"2016-08-01 00:00:00","c++","5014"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15170"
"2016-08-01 00:00:00","javascript","22652"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12858"
"2016-08-01 00:00:00","python","12903"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4901"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11095"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14666"
"2016-09-01 00:00:00","javascript","20441"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12121"
"2016-09-01 00:00:00","python","12330"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4855"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3206"
"2016-10-01 00:00:00","c#","11446"
"2016-10-01 00:00:00","c++","5967"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15318"
"2016-10-01 00:00:00","javascript","20435"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12246"
"2016-10-01 00:00:00","python","13499"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3262"
"2016-11-01 00:00:00","c#","11644"
"2016-11-01 00:00:00","c++","6072"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
